NAME                                     | CODE       | LONGS (Sample)
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 186312
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 139388
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 107238
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 180528
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 133809
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 104856
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 181476
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 138800
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 101472
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 198574
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 135809
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 104059
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 191630
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 132733
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 100254
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 186534
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 121663
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 102596
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 183859
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 123178
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 96679
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 180451
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 120386
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 91305
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 184254
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 118984
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 97135
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 188526
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 117865
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 105251
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 185190
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 113914
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 97655
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 182446
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 117414
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 101916
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 177354
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 120642
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 111433
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 192918
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 123494
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 106492
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 176219
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 107700
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 117248
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 165206
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 108269
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 111491
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 160817
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 102734
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 104861
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 173923
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 108123
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 115706
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 164502
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 123293
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 118178
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 181193
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 128440
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 115568
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 184724
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 125601
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 116896
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 189512
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 123016
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 121526
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 184774
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 121381
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 126688
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 186528
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 114291
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 124717
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 187246
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 114113
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 118059
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 181818
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 121690
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 124223
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 173783
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 123545
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 126012
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 186132
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 130189
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 128841
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 186592
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 137424
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 129246
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 199063
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 137484
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 139146
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 196530
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 141314
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 135461
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 197210
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 134234
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 120107
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 237798
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 133262
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 112560
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 227108
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 130634
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 112628
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 215309
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 19526
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 127885
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 111695
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 215316
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 19131
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 129000
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 107449
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 202607
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 18795
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 131397
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 106062
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 196480
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 18862
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 124005
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 101131
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 18438
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 189649
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 124637
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 101482
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 17859
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 193980
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 123502
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 112430
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 190434
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 17496
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 119457
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 98960
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 192921
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 16867
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 117530
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 106290
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 194820
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 17103
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 116776
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 97869
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 187378
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 16479
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 112111
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 95605
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 184670
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 17256
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 113212
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 92225
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 16920
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 188777
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 110583
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 96240
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 187688
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 15955
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 106458
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 96802
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 190437
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 15623
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 103711
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 93349
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 15143
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 195373
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 106714
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 95181
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 196560
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 16373
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 105277
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 96894
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 198105
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 16204
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 107363
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 105344
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 15942
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 212406
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 106261
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 113853
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 221170
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 15570
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 106129
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 118004
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 14977
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 228539
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 102384
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 118089
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 223124
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 13144
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 102230
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 117271
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 227543
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 103429
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 117837
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 224992
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 101523
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 111723
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 244851
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 98333
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 119127
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 245708
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 100210
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 115898
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 267507
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 102180
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 119037
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 260867
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 97739
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 112257
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 268714
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 97055
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 112496
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 257773
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 97117
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 111004
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 273916
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 105276
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 114120
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 282609
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 104411
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 114951
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 291599
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 95057
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 118079
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 282790
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 87818
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 118362
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 277727
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 93516
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 115677
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 263240
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 84637
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 112328
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 235941
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 87642
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 109007
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 226057
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 89773
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 100905
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 235517
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 88875
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 102599
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 226859
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 83093
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 101632
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 210292
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 77822
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 93936
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 229906
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 76405
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 99681
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 245120
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 76809
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 101475
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 248601
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 76509
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 105027
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 241719
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 72465
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 102214
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 228604
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 73406
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 98367
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 216727
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 71676
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 95164
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 200297
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 74771
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 92924
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 194944
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 75629
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 90451
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 182112
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 75788
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 82952
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 181772
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 71534
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 94652
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 209830
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 71370
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 90880
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 203711
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 63599
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 86901
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 201332
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 67630
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 88122
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 206304
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 72870
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 88473
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 222653
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 72185
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 92382
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 9705
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 233664
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 69398
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 93418
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 233029
MINI SOYBEANS - CHICAGO BOARD OF TRADE   | 005603     | 9108
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 71921
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 97450
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 240748
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 70358
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 100624
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 226062
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 69749
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 98071
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 207697
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 69995
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 95588
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 181766
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 68918
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 84371
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 179886
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 69172
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 81777
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 193527
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 70513
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 84529
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 223877
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 71640
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 92121
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 215818
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 74942
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 95788
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 202456
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 72010
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 92035
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 208099
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 70174
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 96707
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 220193
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 72616
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 102439
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 233015
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 78373
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 104255
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 249495
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 76899
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 103938
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 234210
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 74339
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 93718
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 230793
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 78502
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 91143
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 214833
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 77672
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 87217
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 184009
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 78528
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 83543
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 167482
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 74003
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 79403
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 174979
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 72913
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 79118
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 170965
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 71396
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 76641
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 173040
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 68784
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 73949
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 164155
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 66986
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 67552
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 175321
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 67541
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 74814
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 182681
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 69278
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 83234
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 184102
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 66643
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 90994
SOYBEANS - CHICAGO BOARD OF TRADE        | 005602     | 204281
SOYBEAN OIL - CHICAGO BOARD OF TRADE     | 007601     | 68593
SOYBEAN MEAL - CHICAGO BOARD OF TRADE    | 026603     | 103959
